Date,Open,High,Low,Close,Adj Close,Volume,Days
2018-09-11,54.502499,56.075001,54.139999,55.962502,53.743774,142996000,141
2018-09-12,56.235001,56.25,54.959999,55.267502,53.07634,197114800,142
2018-09-13,55.880001,57.087502,55.642502,56.602501,54.358406,166825600,143
2018-09-14,56.4375,56.709999,55.630001,55.959999,53.741379,127997200,144
2018-09-17,55.537498,55.737499,54.317501,54.470001,52.310455,148780400,145
2018-09-18,54.447498,55.462502,54.279999,54.560001,52.396881,126286800,146
2018-09-19,54.625,54.904999,53.825001,54.592499,52.428089,108495200,147
2018-09-20,55.060001,55.57,54.787498,55.0075,52.826649,106435200,148
2018-09-21,55.195,55.34,54.322498,54.415001,52.257626,384986800,149
2018-09-24,54.205002,55.314999,54.157501,55.197498,53.009102,110773600,150
2018-09-25,54.9375,55.705002,54.924999,55.547501,53.345238,98217600,151
2018-09-26,55.25,55.9375,54.939999,55.105,52.920288,95938800,152
2018-09-27,55.955002,56.610001,55.884998,56.237499,54.007881,120724800,153
2018-09-28,56.197498,56.459999,56.005001,56.435001,54.197552,91717600,154
2018-10-01,56.987499,57.355,56.587502,56.814999,54.562481,94403200,155
2018-10-02,56.8125,57.5,56.657501,57.32,55.047462,99152800,156
2018-10-03,57.512501,58.3675,57.445,58.017502,55.717308,114619200,157
2018-10-04,57.695,58.087502,56.682499,56.997501,54.737759,128168000,158
2018-10-05,56.990002,57.102501,55.145,56.072498,53.849419,134322000,159
2018-10-08,55.552502,56.200001,55.049999,55.942501,53.724579,118655600,160
2018-10-09,55.91,56.817501,55.5625,56.717499,54.468845,107564000,161
2018-10-10,56.365002,56.587502,54.012501,54.09,51.945526,167962400,162
2018-10-11,53.630001,54.875,53.080002,53.612499,51.486958,212497600,163
2018-10-12,55.105,55.720001,54.209999,55.5275,53.326019,161351600,164
2018-10-15,55.290001,55.4575,54.317501,54.34,52.185608,123164000,165
2018-10-16,54.732498,55.747501,54.189999,55.537498,53.335632,116736000,166
2018-10-17,55.575001,55.66,54.834999,55.297501,53.105141,91541600,167
2018-10-18,54.465,54.935001,53.25,54.005001,51.863884,130325200,168
2018-10-19,54.514999,55.314999,54.357498,54.827499,52.653778,132314800,169
2018-10-22,54.947498,55.84,54.735001,55.162498,52.975494,115168400,170
2018-10-23,53.9575,55.8125,53.674999,55.682499,53.474888,155071200,171
2018-10-24,55.650002,56.057499,53.634998,53.772499,51.64061,163702000,172
2018-10-25,54.427502,55.345001,54.1875,54.950001,52.771427,119423200,173
2018-10-26,53.974998,55.047501,53.1675,54.075001,51.931118,189033600,174
2018-10-29,54.797501,54.922501,51.522499,53.060001,50.956356,183742000,175
2018-10-30,52.787498,53.794998,52.317501,53.325001,51.210846,146640000,176
2018-10-31,54.220001,55.112499,54.154999,54.715,52.545738,153435600,177
2018-11-01,54.762501,55.59,54.202499,55.555,53.35244,233292800,178
2018-11-02,52.387501,53.412498,51.357498,51.869999,49.813538,365314800,179
2018-11-05,51.075001,51.0975,49.5425,50.397499,48.39941,264654800,180
2018-11-06,50.48,51.18,50.422501,50.942501,48.922806,127531600,181
2018-11-07,51.4925,52.514999,51.032501,52.487499,50.406551,133697600,182
2018-11-08,52.494999,52.529999,51.6875,52.122501,50.230679,101450400,183
2018-11-09,51.387501,51.502499,50.5625,51.1175,49.262154,137463200,184
2018-11-12,49.75,49.962502,48.447498,48.5425,46.780621,204542000,185
2018-11-13,47.907501,49.294998,47.862499,48.057499,46.313217,187531600,186
2018-11-14,48.474998,48.619999,46.482498,46.700001,45.004993,243204000,187
2018-11-15,47.0975,47.9925,46.724998,47.852501,46.115662,185915200,188
2018-11-16,47.625,48.7425,47.365002,48.3825,46.626419,147713200,189
2018-11-19,47.5,47.674999,46.247501,46.465,44.778519,167701200,190
2018-11-20,44.592499,45.3675,43.877499,44.244999,42.639099,271300800,191
2018-11-21,44.932499,45.067501,44.137501,44.195,42.590919,124496800,192
2018-11-23,43.735001,44.150002,43.025002,43.072498,41.509159,94496000,193
2018-11-26,43.560001,43.737499,42.564999,43.654999,42.070511,179994000,194
2018-11-27,42.877499,43.692501,42.720001,43.560001,41.978962,165549600,195
2018-11-28,44.182499,45.322498,43.732498,45.235001,43.593163,184250000,196
2018-11-29,45.665001,45.700001,44.424999,44.887501,43.258274,167080000,197
2018-11-30,45.072498,45.0825,44.2575,44.645,43.024578,158126000,198
2018-12-03,46.115002,46.235001,45.302502,46.205002,44.527958,163210000,199
2018-12-04,45.237499,45.5975,44.067501,44.172501,42.569225,165377200,200
2018-12-06,42.939999,43.695,42.605,43.68,42.094604,172393600,201
2018-12-07,43.372501,43.622501,42.075001,42.122501,40.593639,169126400,202
2018-12-10,41.25,42.522499,40.8325,42.400002,40.861076,248104000,203
2018-12-11,42.915001,42.947498,41.75,42.157501,40.627365,189126800,204
2018-12-12,42.599998,42.98,42.255001,42.275002,40.740601,142510800,205
2018-12-13,42.622501,43.142502,42.387501,42.737499,41.186314,127594400,206
2018-12-14,42.25,42.27,41.32,41.369999,39.86845,162814800,207
2018-12-17,41.362499,42.087502,40.682499,40.985001,39.497425,177151600,208
2018-12-18,41.345001,41.8825,41.0975,41.517502,40.010601,135366000,209
2018-12-19,41.5,41.862499,39.772499,40.2225,38.762596,196189200,210
2018-12-20,40.099998,40.5275,38.825001,39.2075,37.784431,259092000,211
2018-12-21,39.215,39.540001,37.407501,37.682499,36.314785,382978400,212
2018-12-24,37.037498,37.887501,36.647499,36.7075,35.375175,148676800,213
2018-12-26,37.075001,39.307499,36.68,39.2925,37.866352,234330000,214
2018-12-27,38.959999,39.192501,37.517502,39.037498,37.620613,212468400,215
2018-12-28,39.375,39.630001,38.637501,39.057499,37.639885,169165600,216
2018-12-31,39.6325,39.84,39.119999,39.435001,38.003677,140014000,217
2019-01-02,38.7225,39.712502,38.557499,39.48,38.047043,148158800,218
2019-01-03,35.994999,36.43,35.5,35.547501,34.257286,365248800,219
2019-01-04,36.1325,37.137501,35.950001,37.064999,35.719696,234428400,220
2019-01-07,37.174999,37.2075,36.474998,36.982498,35.640198,219111200,221
2019-01-08,37.389999,37.955002,37.130001,37.6875,36.319611,164101200,222
2019-01-09,37.822498,38.6325,37.407501,38.327499,36.936375,180396400,223
2019-01-10,38.125,38.4925,37.715,38.450001,37.054432,143122800,224
2019-01-11,38.220001,38.424999,37.877499,38.072498,36.690632,108092800,225
2019-01-14,37.712502,37.817501,37.305,37.5,36.138912,129756800,226
2019-01-15,37.567501,38.3475,37.512501,38.267502,36.878551,114843600,227
2019-01-16,38.27,38.970001,38.25,38.735001,37.329086,122278800,228
2019-01-17,38.549999,39.415001,38.314999,38.965,37.550743,119284800,229
2019-01-18,39.375,39.470001,38.994999,39.205002,37.782032,135004000,230
2019-01-22,39.102501,39.182499,38.154999,38.325001,36.933971,121576000,231
2019-01-23,38.537498,38.785,37.924999,38.48,37.083336,92522400,232
2019-01-24,38.5275,38.619999,37.935001,38.174999,36.789413,101766000,233
2019-01-25,38.869999,39.532501,38.580002,39.439999,38.008495,134142000,234
2019-01-28,38.947498,39.0825,38.415001,39.075001,37.656754,104768400,235
2019-01-29,39.0625,39.532501,38.5275,38.669998,37.266445,166348800,236
2019-01-30,40.8125,41.537498,40.057499,41.3125,39.813034,244439200,237
2019-01-31,41.5275,42.25,41.139999,41.610001,40.099731,162958400,238
2019-02-01,41.740002,42.244999,41.482498,41.630001,40.119019,130672400,239
2019-02-04,41.852501,42.915001,41.82,42.8125,41.258587,125982000,240
2019-02-05,43.215,43.77,43.087502,43.544998,41.964504,144406400,241
2019-02-06,43.662498,43.892502,43.212502,43.560001,41.978962,112958400,242
2019-02-07,43.099998,43.485001,42.584999,42.735001,41.18391,126966800,243
2019-02-08,42.247501,42.665001,42.105,42.602501,41.232292,95280000,244
2019-02-11,42.762501,42.802502,42.3125,42.357498,40.995171,83973600,245
2019-02-12,42.525002,42.75,42.424999,42.7225,41.348438,89134000,246
2019-02-13,42.8475,43.119999,42.48,42.544998,41.176643,89960800,247
2019-02-14,42.427502,42.814999,42.345001,42.700001,41.326664,87342800,248
2019-02-15,42.8125,42.924999,42.4375,42.605,41.234718,98507200,249
2019-02-19,42.427502,42.860001,42.372501,42.732498,41.35812,75891200,250
2019-02-20,42.797501,43.330002,42.747501,43.0075,41.62426,104457600,251
2019-02-21,42.950001,43.092499,42.575001,42.764999,41.389572,68998800,252
2019-02-22,42.895,43.25,42.845001,43.2425,41.851707,75652800,253
2019-02-25,43.540001,43.967499,43.487499,43.557499,42.156578,87493600,254
2019-02-26,43.427502,43.825001,43.2925,43.5825,42.180767,68280800,255
2019-02-27,43.302502,43.75,43.182499,43.717499,42.311436,111341600,256
2019-02-28,43.580002,43.727501,43.23,43.287498,41.89526,112861600,257
2019-03-01,43.57,43.787498,43.2225,43.7425,42.335636,103544800,258
2019-03-04,43.922501,44.4375,43.4925,43.962502,42.548565,109744800,259
2019-03-05,43.985001,44,43.634998,43.8825,42.471123,78949600,260
2019-03-06,43.6675,43.872501,43.485001,43.630001,42.226749,83241600,261
2019-03-07,43.467499,43.610001,43.005001,43.125,41.737995,99185600,262
2019-03-08,42.580002,43.267502,42.375,43.227501,41.837193,95997600,263
2019-03-11,43.872501,44.779999,43.837502,44.724998,43.28653,128044000,264
2019-03-12,45,45.6675,44.842499,45.227501,43.772873,129870400,265
2019-03-13,45.5625,45.825001,45.23,45.427502,43.966434,124130000,266
2019-03-14,45.974998,46.025002,45.639999,45.932499,44.455193,94318000,267
2019-03-15,46.212502,46.8325,45.935001,46.529999,45.033478,156171600,268
2019-03-18,46.450001,47.0975,46.447498,47.005001,45.493202,104879200,269
2019-03-19,47.087502,47.247501,46.48,46.6325,45.132683,126585600,270
2019-03-20,46.557499,47.372501,46.182499,47.040001,45.527073,124140800,271
2019-03-21,47.505001,49.0825,47.452499,48.772499,47.203854,204136800,272
2019-03-22,48.834999,49.422501,47.695,47.762501,46.226337,169630800,273
2019-03-25,47.877499,47.994999,46.650002,47.185001,45.667408,175381200,274
2019-03-26,47.915001,48.220001,46.145,46.697498,45.195583,199202000,275
2019-03-27,47.1875,47.439999,46.637501,47.1175,45.602077,119393600,276
2019-03-28,47.237499,47.389999,46.8825,47.18,45.662567,83121600,277
2019-03-29,47.4575,47.52,47.134998,47.487499,45.960178,94256000,278
2019-04-01,47.91,47.919998,47.095001,47.810001,46.272308,111448000,279
2019-04-02,47.772499,48.615002,47.762501,48.505001,46.944962,91062800,280
2019-04-03,48.3125,49.125,48.287498,48.837502,47.266758,93087200,281
2019-04-04,48.697498,49.092499,48.285,48.922501,47.34903,76457200,282
2019-04-05,49.112499,49.275002,48.982498,49.25,47.666,74106400,283
2019-04-08,49.105,50.057499,49.084999,50.025002,48.416073,103526800,284
2019-04-09,50.080002,50.712502,49.807499,49.875,48.270897,143072800,285
2019-04-10,49.669998,50.185001,49.544998,50.154999,48.541885,86781200,286
2019-04-11,50.212502,50.25,49.610001,49.737499,48.137817,83603200,287
2019-04-12,49.799999,50.035,49.052502,49.717499,48.11845,111042800,288
2019-04-15,49.645,49.962502,49.502499,49.807499,48.205566,70146400,289
2019-04-16,49.865002,50.342499,49.639999,49.8125,48.210403,102785600,290
2019-04-17,49.884998,50.845001,49.6525,50.782501,49.149212,115627200,291
2019-04-18,50.779999,51.037498,50.630001,50.965,49.325836,96783200,292
2019-04-22,50.7075,51.235001,50.584999,51.1325,49.487953,77758000,293
2019-04-23,51.107498,51.9375,50.974998,51.869999,50.201725,93292000,294
2019-04-24,51.84,52.119999,51.762501,51.790001,50.124302,70162400,295
2019-04-25,51.7075,51.939999,51.279999,51.32,49.669415,74172800,296
2019-04-26,51.224998,51.25,50.529999,51.075001,49.432297,74596400,297
2019-04-29,51.099998,51.4925,50.965,51.1525,49.507298,88818800,298
2019-04-30,50.764999,50.849998,49.7775,50.1675,48.553986,186139600,299
2019-05-01,52.470001,53.827499,52.307499,52.630001,50.937286,259309200,300
2019-05-02,52.459999,53.162498,52.032501,52.287498,50.605797,127985200,301
2019-05-03,52.7225,52.959999,52.557499,52.9375,51.234894,83569600,302
2019-05-06,51.072498,52.209999,50.875,52.119999,50.443691,129772400,303
2019-05-07,51.470001,51.855,50.2075,50.715,49.083878,155054800,304
2019-05-08,50.474998,51.334999,50.4375,50.724998,49.093552,105358000,305
2019-05-09,50.099998,50.419998,49.165001,50.18,48.566082,139634400,306
2019-05-10,49.355,49.712502,48.192501,49.294998,47.893272,164834800,307
2019-05-13,46.927502,47.369999,45.712502,46.43,45.109741,229722400,308
2019-05-14,46.602501,47.424999,46.352501,47.165001,45.823849,146118800,309
2019-05-15,46.567501,47.9375,46.505001,47.73,46.37278,106178800,310
2019-05-16,47.477501,48.1175,47.209999,47.52,46.168747,132125600,311
2019-05-17,46.732498,47.724998,46.689999,47.25,45.906429,131516400,312
2019-05-20,45.880001,46.087502,45.07,45.772499,44.470943,154449200,313
2019-05-21,46.305,47,46.174999,46.650002,45.32349,113459200,314
2019-05-22,46.165001,46.427502,45.637501,45.695,44.395641,118994400,315
2019-05-23,44.950001,45.134998,44.452499,44.915001,43.637821,146118800,316
2019-05-24,45.049999,45.535,44.654999,44.7425,43.470234,94858800,317
2019-05-28,44.73,45.147499,44.477501,44.557499,43.290485,111792800,318
2019-05-29,44.105,44.837502,44,44.345001,43.084038,113924800,319
2019-05-30,44.487499,44.807499,44.1675,44.575001,43.307491,84873600,320
2019-05-31,44.057499,44.497501,43.747501,43.767502,42.522949,108174400,321
2019-06-03,43.900002,44.48,42.567501,43.325001,42.093033,161584400,322
2019-06-04,43.860001,44.9575,43.630001,44.91,43.632965,123872000,323
2019-06-05,46.07,46.247501,45.285,45.634998,44.337349,119093600,324
2019-06-06,45.77,46.3675,45.537498,46.305,44.988304,90105200,325
2019-06-07,46.627499,47.98,46.442501,47.537498,46.185749,122737600,326
2019-06-10,47.952499,48.842499,47.904999,48.145,46.775974,104883600,327
2019-06-11,48.715,49,48.400002,48.702499,47.317619,107731600,328
2019-06-12,48.487499,48.9925,48.3475,48.547501,47.167027,73012800,329
2019-06-13,48.674999,49.197498,48.400002,48.537498,47.157318,86698400,330
2019-06-14,47.887501,48.397499,47.575001,48.185001,46.814838,75046000,331
2019-06-17,48.224998,48.740002,48.0425,48.4725,47.094162,58676400,332
2019-06-18,49.012501,50.072498,48.802502,49.612499,48.201752,106204000,333
2019-06-19,49.919998,49.970001,49.327499,49.467499,48.060863,84496800,334
2019-06-20,50.092499,50.1525,49.5075,49.865002,48.447075,86056000,335
2019-06-21,49.700001,50.212502,49.537498,49.695,48.281902,191202400,336
2019-06-24,49.634998,50.040001,49.5425,49.645,48.233326,72881600,337
2019-06-25,49.607498,49.814999,48.822498,48.892502,47.50222,84281200,338
2019-06-26,49.442501,50.247501,49.337502,49.950001,48.529652,104270000,339
2019-06-27,50.072498,50.392502,49.892502,49.935001,48.515076,83598800,340
2019-06-28,49.669998,49.875,49.262501,49.48,48.073021,124442400,341
2019-07-01,50.7925,51.122501,50.162498,50.387501,48.954716,109012000,342
2019-07-02,50.352501,50.782501,50.34,50.682499,49.241322,67740800,343
2019-07-03,50.82,51.110001,50.672501,51.102501,49.649384,45448000,344
2019-07-05,50.837502,51.27,50.724998,51.057499,49.605652,69062000,345
2019-07-08,50.202499,50.349998,49.602501,50.005001,48.58308,101354400,346
2019-07-09,49.799999,50.377499,49.702499,50.310001,48.879417,82312000,347
2019-07-10,50.462502,50.932499,50.389999,50.807499,49.362766,71588400,348
2019-07-11,50.827499,51.0975,50.427502,50.4375,49.003292,80767200,349
2019-07-12,50.612499,51,50.549999,50.825001,49.37978,70380800,350
2019-07-15,51.022499,51.467499,51,51.302502,49.843697,67789600,351
2019-07-16,51.147499,51.5275,50.875,51.125,49.671242,67467200,352
2019-07-17,51.012501,51.272499,50.817501,50.837502,49.391914,56430000,353
2019-07-18,51,51.470001,50.924999,51.415001,49.952988,74162400,354
2019-07-19,51.447498,51.625,50.59,50.647499,49.207317,83717200,355
2019-07-22,50.912498,51.807499,50.9025,51.805,50.331902,89111600,356
2019-07-23,52.115002,52.227501,51.822498,52.209999,50.725388,73420800,357
2019-07-24,51.9175,52.287498,51.7925,52.1675,50.684093,59966400,358
2019-07-25,52.2225,52.310001,51.682499,51.755001,50.283321,55638400,359
2019-07-26,51.869999,52.432499,51.785,51.935001,50.458206,70475600,360
2019-07-29,52.115002,52.66,52.110001,52.419998,50.92942,86693600,361
2019-07-30,52.189999,52.540001,51.827499,52.195,50.710812,135742800,362
2019-07-31,54.105,55.342499,52.825001,53.259998,51.745525,277125600,363
2019-08-01,53.474998,54.5075,51.685001,52.107498,50.625797,216071600,364
2019-08-02,51.3825,51.607498,50.407501,51.005001,49.554653,163448400,365
2019-08-05,49.497501,49.662498,48.145,48.334999,46.960575,209572000,366
2019-08-06,49.077499,49.517502,48.509998,49.25,47.84956,143299200,367
2019-08-07,48.852501,49.889999,48.455002,49.759998,48.345062,133457600,368
2019-08-08,50.049999,50.8825,49.8475,50.857498,49.411343,108038000,369
2019-08-09,50.325001,50.689999,49.822498,50.247501,49.004169,98478800,370
2019-08-12,49.904999,50.512501,49.787498,50.119999,48.879837,89927600,371
2019-08-13,50.255001,53.035,50.119999,52.2425,50.94981,188874000,372
2019-08-14,50.790001,51.610001,50.647499,50.6875,49.433289,146189600,373
2019-08-15,50.865002,51.285,49.9175,50.435001,49.187042,108909600,374
